min_salary,remote_allowed,formatted_experience_level,location,employee_count,industries,company
27.333333333333332,0,0,3247,18914.0,15,72
30.0,0,2,957,2256.0,48,73
67000.0,1,2,1418,14290.0,15,74
125000.0,1,2,1995,358.0,15,16
70000.0,0,2,504,75307.0,19,24
90000.0,0,1,1593,263.0,14,75
84742.39964879562,0,2,1317,815.0,37,76
47973.31612903225,0,2,1541,89.0,7,47
65000.0,0,0,3364,51.0,18,22
30022.333333333332,1,2,4203,5.0,7,77
22.8,0,2,3917,29607.0,11,78
60000.0,0,2,3107,8016.0,49,79
99709.00153810336,0,2,2469,34379.0,11,80
54154.940632803395,0,3,4079,2917.0,15,56
108602.55349431532,0,3,1677,462.0,47,71
19.0,0,0,3645,1.0,13,81
36.0,0,2,969,1101.0,11,62
19.0,0,2,3645,3002.0,13,82
39796.11929258052,0,0,2066,18914.0,15,72
19.0,0,2,3645,2.0,48,83
10286.73261155936,1,2,3422,2329.0,15,84
30022.333333333332,1,2,4203,2.0,7,85
145000.0,0,2,3647,4667.666666666667,18,295
16.0,0,0,406,170.0,7,86
70000.0,0,2,3847,1849.0,50,49
54155.1231589915,0,4,4079,2917.0,15,56
28.0,0,0,3317,1101.0,11,62
195000.0,0,3,2605,341.0,32,66
51980.06678597066,0,0,3981,19485.0,6,87
61656.18475368824,0,0,1086,19485.0,6,87
100000.0,0,0,1119,150.0,10,88
61229.508196721305,0,0,1831,2250.0,51,89
27398.78152474995,0,2,706,2250.0,51,89
14401.426573583472,0,0,2560,2085.0,11,90
80000.0,0,2,168,2250.0,51,89
80000.0,0,2,168,2250.0,51,89
25674.0,0,2,1920,2250.0,51,89
27569.97502700101,0,2,1065,2250.0,51,89
61229.508196721305,0,2,1831,2250.0,51,89
76000.0,0,2,1247,6226.0,6,91
17599.282581256713,0,2,2403,19163.0,7,92
45.0,0,4,972,117.0,20,93
51787.432870812874,0,2,3604,1527.0,50,94
21.333333333333332,0,2,1840,3.0,34,29
21169.719911199205,0,0,1309,19163.0,7,92
21169.719911199205,0,0,1309,19163.0,7,92
18.83,0,0,3917,29607.0,11,78
250000.0,1,3,4203,116.0,25,95
30022.333333333332,1,2,4203,6120.0,52,96
45993.94618127916,0,0,2343,1849.0,42,49
25199.063707353092,0,2,4053,34379.0,11,80
3824.7119226667965,0,0,2700,18914.0,15,72
41851.093420846526,0,2,2403,278.0,53,97
22.55,0,0,4139,2195.0,11,59
93653.50802474274,1,2,3647,2329.0,15,84
14.95,0,0,3422,150.0,10,88
31577.6035796967,0,2,3859,97.0,32,98
25000.0,0,2,3723,2250.0,51,89
45073.0,0,0,3141,2250.0,51,89
120000.0,0,0,4330,2250.0,51,89
45000.0,0,0,401,2250.0,51,89
18.0,0,0,3270,44231.0,36,99
20000.0,0,2,3643,2250.0,51,89
45073.0,0,0,3141,2250.0,51,89
20000.0,0,2,1048,2250.0,51,89
20000.0,0,2,3643,2250.0,51,89
20000.0,0,2,2167,2250.0,51,89
120000.0,0,0,4330,2250.0,51,89
61229.508196721305,0,0,1831,2250.0,51,89
80000.0,0,0,168,2250.0,51,89
45073.0,0,0,3122,2250.0,51,89
18.0,0,2,2624,19163.0,7,92
44.0,0,0,742,1118.0,54,100
63403.05241142093,0,2,2038,76267.0,14,101
69166.19400658403,0,4,3297,289.0,11,102
19226.025121956558,0,2,2248,1361.0,11,103
159300.0,0,3,666,11189.0,55,104
12100.106092655284,0,0,3122,4854.0,44,64
69098.85321827934,1,3,1202,838.0,35,105
80000.0,0,0,168,2250.0,51,89
120000.0,0,0,4330,2250.0,51,89
25674.0,0,0,1920,2250.0,51,89
25000.0,0,2,2392,2250.0,51,89
42673.333333333336,0,2,2635,2250.0,51,89
25674.0,0,2,1920,2250.0,51,89
20000.0,0,2,3681,2250.0,51,89
120000.0,0,0,4330,2250.0,51,89
120000.0,0,0,4330,2250.0,51,89
54046.16116868727,0,0,4079,391.0,33,106
25674.0,0,0,1920,4207.0,15,107
120000.0,0,0,4330,1617.0,56,108
205000.0,0,2,3723,1617.0,56,108
19226.025121956558,0,2,2248,1361.0,11,103
67015.66666666667,0,0,2393,643.0,57,109
18024.956289065918,0,2,2280,19163.0,7,92
28.0,0,2,1973,19163.0,7,92
60766.666666666664,0,2,1842,18765.0,36,110
18.0,0,2,708,18765.0,36,110
75220.0,0,2,3678,19163.0,7,92
39200.0,0,0,1479,5093.0,53,111
50000.0,1,4,4203,967.0,58,112
55895.92605032994,0,0,2602,69180.0,6,113
40000.0,0,0,786,379.0,59,114
52039.95714285714,0,2,1556,19163.0,7,92
22573.39609559166,0,2,1371,19163.0,7,92
72820.67688022283,0,0,3656,2506.0,43,115
18882.665311869667,0,0,382,20242.0,6,116
53980.27562986453,0,2,3519,19163.0,7,92
40917.03548416238,0,6,198,8682.0,19,117
101400.0,0,2,3636,1168.0,60,118
17.5,0,2,1343,34379.0,11,80
33546.518262920814,0,2,1289,19163.0,7,92
69192.47756742283,0,2,1065,381.0,61,119
15.0,0,0,2925,7579.0,62,120
120000.0,0,3,2924,2250.0,51,89
18633.83983551015,0,2,3959,2250.0,51,89
27398.78152474995,0,2,706,2250.0,51,89
25000.0,0,2,2924,2250.0,51,89
20000.0,0,2,3643,2250.0,51,89
45073.0,0,0,702,2250.0,51,89
144000.0,0,2,1123,27355.0,63,121
309588.0,0,2,1289,88.0,11,122
80000.0,0,2,4509,1303.0,64,123
76000.0,0,2,3067,6226.0,6,91
25674.0,0,3,1920,16410.0,11,124
48978.75496688742,0,0,1545,4846.0,14,125
180000.0,1,2,4203,266.0,13,126
55888.500482937256,0,2,2602,19163.0,7,92
45000.0,0,3,169,1207.0,10,127
13.5,0,0,3342,719.0,43,128
16.6,0,0,4139,2195.0,11,59
36548.35001428243,0,2,3450,19163.0,7,92
69950.99999999999,0,0,3646,19163.0,7,92
56700.0,0,4,2197,126298.0,11,129
111188.19567759286,0,2,4187,23192.0,11,130
46893.41639910021,0,2,3781,23192.0,11,130
42121.13619708091,0,0,1381,19163.0,7,92
72820.67688022283,0,0,3656,23192.0,11,130
953.6653328907694,0,2,472,500.0,11,131
66068.74861477246,0,3,2007,7450.0,49,132
222620.2490290304,0,2,278,23627.0,65,133
32704.342674211264,0,2,2659,19163.0,7,92
65678.8462726372,0,2,1590,170.0,7,86
46561.38259833135,0,0,4492,69180.0,6,113
62000.0,0,4,504,1981.0,35,134
80000.0,1,2,4203,291.0,59,135
11766.926861835102,0,0,3122,69180.0,6,113
4741.623616236162,0,2,710,19163.0,7,92
80850.0,0,2,3723,2506.0,43,115
55827.63952346379,0,0,1339,19163.0,7,92
28.0,0,2,4413,19163.0,7,92
5343.7625902209475,0,0,841,20242.0,6,116
100000.0,1,2,857,10301.0,25,136
70000.0,0,2,3723,130021.0,6,137
139860.86109628822,0,0,104,500.0,11,131
21167.793463162354,0,0,4487,19163.0,7,92
25.0,0,2,2007,19163.0,7,92
23.9,0,2,2699,10832.0,52,138
30022.333333333332,1,2,4203,22.0,24,139
32868.33784556505,0,2,603,19163.0,7,92
155000.0,1,2,4203,107179.0,4,140
24.0,0,2,3647,2256.0,48,73
24.0,0,0,4413,19163.0,7,92
58300.0,0,3,450,76267.0,14,101
54234.54551333513,0,2,4079,51857.0,13,141
163431.3725490196,0,2,145,150.0,10,88
120000.0,0,2,4330,2250.0,51,89
45.0,0,2,972,2250.0,51,89
80000.0,0,2,168,2250.0,51,89
45073.0,0,2,3122,2250.0,51,89
20000.0,0,2,3205,2250.0,51,89
80000.0,0,2,168,2250.0,51,89
56579.84884447242,0,2,2913,2250.0,51,89
61229.508196721305,0,2,1831,2250.0,51,89
25000.0,0,2,3266,2250.0,51,89
80000.0,0,2,168,2250.0,51,89
120000.0,0,2,4330,2250.0,51,89
26860.54655870445,0,0,3439,2250.0,51,89
18.0,0,2,2624,19163.0,7,92
18.0,0,2,2624,19163.0,7,92
50860.3914899213,0,2,2181,19163.0,7,92
129470.0,1,2,1049,1242.0,13,142
52000.0,0,2,841,6824.0,11,143
80000.0,1,0,2393,1617.0,56,108
82000.0,0,3,909,1192.0,11,144
17599.282581256713,0,2,2403,19163.0,7,92
136828.0328827909,0,2,48,352.0,11,145
45000.0,0,2,169,19163.0,7,92
29603.867409087197,0,0,4041,85287.0,32,146
62322.989054340906,0,0,3631,3897.0,11,147
6901.647064976039,0,0,3094,4906.0,11,148
80000.0,0,2,2939,1468.0,61,149
47190.381189316555,0,0,4168,111.0,0,150
54823.19722473004,0,2,3622,19163.0,7,92
10186.456937136529,0,0,358,20242.0,6,116
27.333333333333332,0,2,3270,10301.0,25,136
160484.84848484848,0,1,4310,34829.0,49,151
61570.95855102368,0,2,199,2250.0,51,89
32.96,0,0,4139,2195.0,11,59
20000.0,0,2,3643,2250.0,51,89
120000.0,0,2,4330,2250.0,51,89
45072.99999999999,0,2,3141,2250.0,51,89
120000.0,0,3,4330,2250.0,51,89
77263.88082340322,0,0,952,5094.0,66,152
8215.023929369101,0,4,2318,403656.0,24,153
11200.293614855873,0,4,2536,403656.0,24,153
100000.0,0,4,1906,13.0,50,154
27284.181818181816,0,2,1491,19163.0,7,92
26460.127313107172,0,2,2930,180.0,18,155
56700.0,0,4,1988,126298.0,11,129
25000.0,0,3,166,23192.0,11,130
136828.0328827909,0,2,48,352.0,11,145
42673.33333333333,0,2,2661,18765.0,36,110
10032.572608218394,0,2,2860,11971.0,67,156
23605.35116920857,0,2,2441,19163.0,7,92
24.39,0,4,2391,565.0,3,157
33546.518262920814,0,2,1289,19163.0,7,92
6901.647064976039,0,2,3094,4906.0,11,148
32363.51422898743,0,2,695,35574.0,10,158
42673.333333333336,0,0,2635,19163.0,7,92
64703.34824907898,0,0,3675,19163.0,7,92
19.0,0,0,3645,3.0,49,159
112969.96581721517,0,2,77,19163.0,7,92
44857.42120824867,0,2,2103,130021.0,6,137
87285.84286698827,0,3,3472,16306.0,68,160
90000.0,0,2,4367,10832.0,52,138
63908.81329331207,0,2,639,19163.0,7,92
20.0,0,2,3427,2937.0,69,161
953.5990107290577,0,2,467,298169.0,10,162
24415.637591589497,0,0,2676,19485.0,6,87
58649.588447653434,0,0,654,76267.0,14,101
44.0,0,2,742,2250.0,51,89
128634.93040246997,0,0,14,2250.0,51,89
27398.78152474995,0,2,706,2250.0,51,89
44.0,0,2,742,2250.0,51,89
80000.0,0,2,168,2250.0,51,89
20000.0,0,2,3681,2250.0,51,89
61229.508196721305,0,2,1831,2250.0,51,89
20000.0,0,2,4297,2250.0,51,89
120000.0,0,0,4330,2250.0,51,89
45073.0,0,0,3122,2250.0,51,89
15.0,0,0,4139,44231.0,36,99
129470.0,1,2,2925,1242.0,13,142
129470.0,1,2,3645,1242.0,13,142
105000.0,0,2,3122,184.0,0,163
55000.0,0,4,1906,13.0,50,154
4770.679533040244,0,0,1973,19163.0,7,92
33546.518262920814,0,2,1289,19163.0,7,92
111188.19567759286,0,2,4187,23192.0,11,130
75590.69819738441,0,2,1058,85637.0,15,164
60751.59520500195,0,2,4093,23192.0,11,130
152000.0,0,2,3681,27355.0,63,121
136619.71830985916,0,2,4325,7450.0,49,132
17821.015297693186,0,2,579,85287.0,32,146
23359.209503629107,0,0,2553,4645.0,42,165
23359.209503629107,0,0,2553,4645.0,42,165
27.333333333333332,0,2,3270,2382.0,70,166
33546.518262920814,0,2,1289,19163.0,7,92
23.0,0,0,1278,69180.0,6,113
65000.0,0,1,327,28.0,71,167
73762.67571390136,0,0,1050,2506.0,43,115
112333.72,0,2,530,26096.0,72,168
65000.0,0,2,2403,6127.0,68,169
29734.92173865914,0,0,2938,19163.0,7,92
30022.333333333332,1,0,4203,4765.0,73,170
8972.867199361914,0,0,824,20242.0,6,116
26975.837380315974,0,1,4617,34829.0,49,151
40000.0,0,2,786,7959.0,10,171
22.7,0,1,448,741.0,0,172
22651.880233049276,0,2,4484,19163.0,7,92
14.0,0,2,2075,19163.0,7,92
103000.0,0,1,3799,10832.0,52,138
60913.90335980216,0,0,1250,1702.0,74,173
26.0,0,0,781,7968.0,75,174
81333.28266114021,0,2,1058,3899.0,11,175
196000.0,0,2,690,27355.0,63,121
120000.0,0,0,4330,2250.0,51,89
25674.0,0,2,1920,2250.0,51,89
61393.530068719745,0,0,199,2250.0,51,89
45073.0,0,2,3122,2250.0,51,89
20000.0,0,2,3205,2250.0,51,89
61570.95855102368,0,2,199,2250.0,51,89
52973.594016585106,0,2,4260,2250.0,51,89
20000.0,0,2,3643,2250.0,51,89
120000.0,0,2,4330,2250.0,51,89
45073.00000000001,0,0,3078,2250.0,51,89
18.0,0,2,2624,19163.0,7,92
8353.73817650812,0,2,2905,180.0,18,155
55769.23076923077,0,2,177,6198.0,53,176
39000.0,0,4,2695,126298.0,11,129
25.0,0,2,3640,1426.0,37,177
31.0,0,0,1700,19163.0,7,92
47517.07796448434,0,2,3331,362.0,7,178
136000.0,0,0,2393,643.0,57,109
136828.0328827909,0,2,48,352.0,11,145
170818.18181818182,0,2,141,18765.0,36,110
136828.0328827909,0,2,48,352.0,11,145
268000.0,1,3,573,27355.0,63,121
96000.0,0,2,3681,27355.0,63,121
33085.671619294524,1,2,4574,74710.0,11,179
45784.311070900796,0,2,4115,74710.0,11,179
988.6744668915911,0,2,467,85287.0,32,146
47380.44283953307,0,2,4160,4645.0,42,165
53069.36888286105,0,0,994,170.0,7,86
30.999999999999996,0,2,850,19163.0,7,92
146514.2991107075,0,0,110,2307.0,76,180
19893.661240936177,0,0,3689,19163.0,7,92
26460.127313107172,0,2,2930,180.0,18,155
19.85,0,0,3362,6127.0,68,169
45000.0,0,2,169,47027.0,44,181
26148.09090909091,0,3,1502,130021.0,6,137
87288.27829361508,1,3,3472,16306.0,68,160
75220.0,0,0,3678,19163.0,7,92
34397.491529634324,0,4,2871,282.0,29,182
82880.22616628784,1,2,2775,2461.0,62,183
35728.8857113079,0,0,198,298169.0,10,162
20846.333333333336,0,2,1474,19163.0,7,92
26.0,0,1,1681,7968.0,75,174
20.5,0,2,3831,4211.0,23,184
69250.36119243481,0,0,1364,12666.0,6,185
30.852232222297413,0,0,2248,1858.0,28,186
79069.96602088519,0,0,1637,11252.0,52,187
33546.518262920814,0,2,1289,19163.0,7,92
53494.20042053072,0,0,1436,19163.0,7,92
70000.0,0,3,1988,23192.0,11,130
27.333333333333332,0,2,3270,19163.0,7,92
216000.0,0,2,3681,27355.0,63,121
16.0,0,0,3776,74710.0,11,179
6901.647064976039,0,2,3094,4906.0,11,148
66068.74861477246,0,3,2007,7450.0,49,132
2592.3387610089094,0,0,858,556.0,6,188
53069.36888286105,0,0,994,170.0,7,86
25674.000000000004,0,2,1922,500.0,11,131
263354.19709293253,0,3,278,69180.0,6,113
44.0,0,4,742,7292.0,11,189
63354.42393770511,0,3,3631,1849.0,22,49
33546.518262920814,0,2,1289,19163.0,7,92
62872.09836065574,0,0,669,19163.0,7,92
57728.47695816773,0,0,2913,19163.0,7,92
86200.0,0,0,1556,6127.0,68,169
20170.30624026149,0,2,2347,4381.0,11,190
55888.500482937256,0,2,2602,19163.0,7,92
30.999999999999993,0,2,1683,19163.0,7,92
5960.0,0,0,3604,530.0,74,191
28431.53138947281,0,2,4174,10301.0,25,136
40847.63641893764,0,3,3867,130021.0,6,137
60000.0,0,0,3625,266.0,13,126
4770.679533040244,0,0,1973,19163.0,7,92
19311.90165791069,0,0,1181,20242.0,6,116
15.0,0,2,2635,345.0,14,192
54162.98586231971,0,3,4079,7963.0,14,193
65000.0,0,2,198,23727.0,29,194
67058.32915055237,0,0,1217,20242.0,6,116
25674.0,0,0,1920,6227.0,40,195
71500.0,0,2,198,23727.0,29,194
25674.0,0,2,1920,864.0,23,196
10944.602695437647,0,2,758,19163.0,7,92
71300.0,0,4,1988,126298.0,11,129
30022.333333333332,1,2,4203,666.0,15,197
26.32,0,0,2925,696.0,77,198
124416.0,1,2,4203,310.0,69,199
2592.3387610089094,0,2,858,10949.0,6,200
2592.3387610089094,0,0,858,10949.0,6,200
44563.08913510832,0,2,4484,23627.0,65,133
263350.5022179682,0,2,278,69180.0,6,113
26460.127313107172,0,2,2930,180.0,18,155
70159.01037103141,0,2,1700,291.0,59,135
16.0,0,2,2695,19163.0,7,92
50000.0,0,2,1278,1849.0,19,49
42632.25310750218,0,2,4174,19163.0,7,92
171884.40098746846,0,1,123,19163.0,7,92
68000.0,0,0,2999,20242.0,6,116
25.0,0,2,2007,19163.0,7,92
6061.0,0,2,3604,530.0,74,191
76500.0,1,1,2393,326.0,0,201
40.03,0,0,3132,10832.0,52,138
52000.0,0,2,4578,344.0,28,202
150000.0,0,2,3369,40694.0,68,203
110000.0,0,6,4303,25115.0,78,204
20.59973714940535,0,0,2764,20242.0,6,116
25.0,0,0,448,3001.0,68,205
30010.800000000003,0,0,1481,20242.0,6,116
31.0,0,0,821,19163.0,7,92
26460.127313107172,0,2,2930,180.0,18,155
58300.0,0,2,450,7963.0,14,193
7177.648085796026,0,0,865,1858.0,28,186
74000.0,1,2,3645,5190.0,68,206
26692.38604410917,0,2,3055,2597.0,11,207
30022.333333333332,1,2,4203,1445.0,29,208
16.0,0,0,3715,42549.0,53,209
107985.33333333333,1,1,4203,2225.6666666666665,3,5
113868.54992379446,0,4,4303,25115.0,78,204
76000.0,0,1,4031,372.0,77,210
58125.0,0,2,163,403656.0,6,153
55280.47343328687,0,0,4084,20242.0,6,116
61796.871899355996,0,4,1302,403656.0,24,153
1510.0,0,2,421,36310.0,23,211
14975.589216944802,0,4,369,403656.0,24,153
108310.09352802687,0,4,45,403656.0,24,153
16.66,0,0,2075,1864.0,11,212
76000.0,0,2,3715,372.0,77,210
24.0,0,4,2010,4973.0,15,213
19352.224786372182,0,4,2248,3186.0,28,214
75648.61702127659,0,0,3653,3787.0,6,215
60967.440543814184,0,0,4197,170.0,7,86
110000.0,0,2,198,107179.0,4,140
150000.0,0,3,2927,2647.0,7,216
28.0,0,0,4363,2351.0,79,217
107143.83072705542,0,2,3991,403656.0,6,153
207712.45227859027,0,4,269,403656.0,24,153
30.618635774725675,0,2,898,12666.0,6,185
74000.0,1,2,3055,5190.0,68,206
58562.25806451613,0,3,3445,1.0,15,218
19559.672747326113,1,2,2403,298169.0,10,162
15398.834505486368,0,0,3804,20242.0,6,116
57788.43037761327,0,2,3289,96449.0,22,219
33142.813835607565,0,0,4064,20242.0,6,116
15.57,0,0,769,1864.0,11,212
23.0,0,2,1389,1907.0,7,220
19352.224786372182,0,4,2248,3186.0,28,214
49220.843373493975,0,2,1973,41189.0,23,221
13.0,0,2,1049,2727.0,28,222
91793.65507582664,0,2,3401,2727.0,28,222
30022.333333333332,1,2,4203,2007.0,13,223
48920.0,0,1,4508,858.0,11,224
35245.74315543935,0,0,314,708.0,27,225
72300.0,0,0,1825,8552.0,32,226
16.0,0,0,1221,3403.0,80,227
955.0848703747546,0,0,464,20242.0,6,116
14.0,0,4,2248,42549.0,53,209
15.0,0,0,914,42549.0,53,209
80000.0,0,3,1399,38.0,77,228
14075.87124593932,0,2,3817,36310.0,23,211
33685.48122360577,0,0,604,20242.0,6,116
45601.14377726579,0,2,4168,487.0,44,229
18.0,0,0,1239,185.0,10,230
15986.379176465432,0,4,1705,1178.0,15,231
19.9,0,2,3640,2548.0,33,232
19352.224786372182,0,4,2248,3186.0,28,214
57788.43037761327,0,2,3289,96449.0,22,219
131168.86641257015,0,0,55,20242.0,6,116
17008.392606317655,0,4,2847,403656.0,24,153
76022.46916565899,0,2,3664,11.0,7,233
18671.590600596803,0,0,2268,12666.0,6,185
20142.832425727815,0,0,2248,3398.0,69,234
52129.88639451162,0,2,3715,487.0,44,229
37530.79150579151,0,1,3365,3.0,50,235
20.0,0,0,2988,3403.0,80,227
20.983529472642736,0,0,2766,20242.0,6,116
20.5,0,2,3831,4211.0,23,184
20.59973714940535,0,0,2764,20242.0,6,116
42673.333333333336,0,3,2635,345.0,14,192
120000.0,0,2,4095,4.0,31,236
1510.0,0,2,421,1781.0,23,237
17311.11602492078,0,2,1705,1178.0,15,231
32104.814052707436,0,2,2936,4869.0,74,238
12938.600627936752,0,4,3147,30151.0,24,239
4484.773286673681,0,2,841,2727.0,28,222
42586.501364505486,0,4,3198,403656.0,24,153
