min_salary,remote_allowed,formatted_experience_level,location,employee_count,industries,company
30.0,0,2,4297,11.0,15,958
11722.485218158141,1,1,3122,468.0,10,959
66837.0,0,0,3604,4270.0,50,960
115000.0,0,3,2611,57.0,11,961
33354.95617647116,0,3,2913,1860.0,59,962
100560.12226209296,0,2,2469,3566.0,33,963
92452.86262754358,0,2,142,3813.0,90,964
20180.70303766435,0,0,2403,4069.0,11,880
29852.49729729729,0,2,696,4069.0,11,880
40000.0,0,2,3364,4081.0,62,965
45.0,0,3,972,2545.0,90,966
60416.94516490495,0,0,3311,1492.0,6,967
32688.05899957805,0,2,753,74710.0,11,179
96000.0,0,2,504,75307.0,49,24
90700.0,1,2,1960,21986.0,111,839
63397.457627118645,0,0,2616,2784.0,42,884
152391.30434782608,0,2,150,1207.0,10,127
45000.0,0,0,169,60185.0,36,609
63177.46750298606,0,2,2521,8451.0,23,968
64015.37139030931,0,3,627,115736.0,40,885
32805.90434782609,0,0,2394,37843.0,126,888
21931.16692307743,0,2,3180,1023.0,58,969
105000.0,1,2,22,6846.0,6,970
56067.93476170347,0,0,1433,2965.0,33,971
143000.0,0,0,3959,11189.0,55,104
72230.5140186916,0,0,3657,423.0,129,972
17.98,0,0,3266,20687.0,29,893
30022.333333333332,1,2,4203,14.0,3,973
128000.0,1,3,1972,3880.0,50,974
4229.741346780103,0,2,2005,19163.0,7,92
113300.0,0,2,3647,1563.0,70,975
50000.0,1,0,4203,1102.0,3,976
123300.0,0,2,3647,1563.0,70,975
1510.0,0,0,421,6010.0,6,977
1510.0,0,2,421,411.0,23,978
55000.0,0,4,2376,172.0,20,979
147840.0,1,3,4330,5436.0,130,980
80000.0,0,2,2376,172.0,53,979
16.0,0,0,1055,2913.0,11,981
60913.90335980216,0,0,1250,1702.0,74,173
18.0,0,0,3270,1472.0,3,804
31709.989211441763,0,0,4521,1086.0,3,982
40000.0,0,3,3364,6971.0,43,858
5739.0,0,3,3684,3402.0,74,744
78000.0,0,3,1479,917.0,28,771
75000.0,0,1,3122,4312.0,38,779
12554.266318537859,0,2,718,500.0,11,131
102646.60874905906,0,2,3543,5909.0,15,983
104000.0,0,2,941,8016.0,49,79
18.0,0,4,1279,7481.0,1,984
110000.0,0,6,2925,833.0,28,985
90000.0,0,2,3270,510.0,50,704
55000.0,0,2,439,2256.0,48,73
101750.0,1,2,4203,653.0,13,986
6904.266809251034,1,2,3094,4906.0,11,148
32000.0,0,0,3723,863.0,50,908
37835.81579598815,0,0,198,76267.0,14,101
104830.0,1,2,1049,1242.0,13,142
53893.05513452463,0,0,1305,69180.0,6,113
58501.0,0,0,3645,667.0,107,987
80000.0,0,2,2472,104.0,68,947
17530.337936959713,0,2,2860,4346.0,43,988
150231.84489049308,0,2,97,1336.0,32,813
30022.333333333332,1,4,4203,1864.0,11,851
60.0,0,4,3452,209.0,10,602
12986.108108108107,0,3,2629,22.0,86,989
6274.070532880332,0,2,2710,2764.0,6,868
64135.45407346038,0,0,1204,3743.0,17,869
26579.78444825643,1,2,3452,62.0,4,641
72159.01598362956,0,0,1351,24719.0,11,821
35.5,0,2,3927,24719.0,11,821
35.5,0,0,3927,24719.0,11,821
45819.17693829728,0,2,3048,85.0,42,990
30022.333333333332,1,4,4203,1864.0,11,851
30022.333333333332,1,2,4203,718.0,127,991
27046.94083746511,0,2,3855,2.0,23,992
91000.0,1,4,3723,52.0,115,993
160965.0,1,3,4203,8864.0,4,824
29.12,0,3,1415,7450.0,49,132
24.985637964057453,0,0,142,3813.0,90,964
21687.098463089973,0,4,2882,871.0,119,766
17.0,0,0,563,2666.0,6,825
30656.859510501246,0,0,4560,2666.0,6,825
136000.0,0,0,2830,1798.0,55,994
45000.0,0,0,2142,1194.0,24,914
30022.333333333332,1,2,4203,297.0,13,995
15.25,0,0,2926,719.0,43,128
50.0,0,2,2888,1989.0,23,498
45448.34021889586,0,6,3202,4605.0,11,873
28129.773753456717,0,3,2872,8281.0,0,996
76000.0,0,4,1049,74601.0,23,997
600000.0,0,2,231,1860.0,59,962
15.0,0,6,3648,10116.0,50,998
1986.3425272610648,0,2,338,3566.0,33,963
60000.0,0,0,695,3132.0,131,999
15344.01366594366,0,0,3208,2462.0,125,882
1510.0,0,2,421,5359.0,78,879
89035.95758626697,0,2,3701,4069.0,11,880
19226.025121956558,0,2,2248,1361.0,11,103
67617.60038633399,0,2,4411,3.0,6,1000
16.0,0,0,3723,74710.0,11,179
17699.165915528967,0,2,3428,19163.0,7,92
30022.333333333332,1,2,4203,24.0,7,1001
45000.0,0,2,169,1207.0,10,127
19.0,0,0,2394,8682.0,19,117
64015.37139030931,0,3,627,115736.0,40,885
57.0,0,4,3452,835.0,10,527
8992.690129534143,0,3,887,1743.0,0,1002
250000.0,0,2,2376,1764.0,127,926
135000.0,0,2,2376,1764.0,127,926
59322.91666666667,0,0,1860,235.0,3,1003
59322.91666666667,0,0,1860,235.0,3,1003
95000.0,0,2,1456,23627.0,65,133
71367.22092137678,0,2,1294,23627.0,65,133
44700.0,0,2,2699,23627.0,65,133
64066.7036883122,0,2,3297,924.0,2,864
69440.0,0,1,487,852.0,132,1004
83473.71414136572,0,2,4017,19163.0,7,92
18.0,0,2,2624,19163.0,7,92
46000.0,0,4,1061,41625.0,66,928
128000.0,1,3,1972,3880.0,50,974
90000.0,0,0,573,4483.0,25,1005
21441.42857142857,0,0,1473,41356.0,23,897
53221.82913498974,0,1,1436,41356.0,23,897
63954.636508900025,0,0,636,233.0,61,1006
63954.636508900025,0,2,636,19163.0,7,92
126000.0,1,2,4203,802.0,4,1007
61215.5984261376,0,2,1124,37843.0,126,888
45.14,0,2,448,14320.0,11,1008
36.0,0,2,3022,14320.0,11,1008
143546.51618647034,0,0,108,3889.0,11,1009
80000.0,0,2,2925,68486.0,15,1010
75519.08912728194,0,2,3281,44.0,7,1011
60349.65517241378,0,2,3715,81.0,68,1012
49940.426169725004,0,2,2192,29453.0,3,836
65000.0,0,2,4139,9.0,33,1013
44.0,0,2,742,4532.0,49,743
50000.0,0,0,3647,266.0,13,126
15078.255836552402,0,2,3108,15.0,14,1014
5518.0,0,2,3604,1916.0,74,746
130632.0,0,2,3638,10825.0,74,642
953.9543552749001,1,4,443,4922.0,11,819
120000.0,1,2,36,2056.0,13,1015
17020.463650297985,0,0,3078,24719.0,11,821
35.5,0,2,3927,24719.0,11,821
76732.33442391169,0,2,1372,7152.0,56,1016
31.642857142857146,0,2,3931,19163.0,7,92
18694.155787459134,0,0,915,7450.0,49,132
63000.0,0,2,583,675.0,132,1017
45727.24310390405,0,0,692,369.0,61,951
18.0,0,0,563,2666.0,6,825
18.0,0,0,563,2666.0,6,825
73858.75858622181,0,2,1603,2138.0,44,1018
50000.0,0,0,3636,261.0,133,1019
66284.9191199526,0,2,2009,2764.0,6,868
59000.0,0,2,2142,1194.0,24,914
31260.500000000007,0,2,1484,19163.0,7,92
31260.500000000007,0,2,1484,19163.0,7,92
19.0,0,0,4116,2150.0,11,827
31260.500000000007,0,2,1484,19163.0,7,92
21781.6448701744,0,1,547,858.0,11,224
51378.226580203576,0,2,3687,19.0,14,1020
30022.333333333332,1,2,4203,4454.0,15,878
79050.0,1,2,4203,1659.0,123,861
125389.91776576663,0,6,40,890.0,55,1021
48246.666666666664,0,2,3270,3398.0,69,234
43100.0,0,4,1986,31569.0,10,1022
57547.81713540198,0,2,3624,700.0,20,1023
27355.42952144352,1,3,2876,12721.0,0,1024
31583.144398655564,0,2,4523,4069.0,11,880
65000.0,0,4,1479,13.0,7,894
30022.333333333332,1,3,4203,21986.0,111,839
44.0,0,3,742,1054.0,4,726
27.333333333333336,0,0,3266,18371.0,77,883
27.333333333333336,0,2,3266,18371.0,77,883
26.0,0,4,2719,1981.0,35,134
9614.8,0,0,2632,2272.0,11,1025
29571.11940298507,0,0,192,1633.0,134,1026
17821.015297693186,0,1,579,3184.0,78,1027
55000.0,0,2,1049,1207.0,10,127
50.0,0,2,2315,8682.0,19,117
103764.29954317093,0,6,3535,8682.0,19,117
60000.0,0,2,2924,329.0,19,459
111400.0,1,2,3927,8534.0,10,1028
100000.0,0,2,2925,10192.0,15,1029
48444.96707431797,0,0,4504,1051.0,28,886
25674.0,0,2,1920,1051.0,28,886
95000.0,0,2,643,68486.0,15,1010
106378.708764979,0,0,3543,2965.0,33,971
106378.708764979,0,0,3543,2965.0,33,971
31.818181818181817,0,4,3930,41625.0,66,928
9926.637168141593,0,4,3354,41625.0,66,928
70000.0,0,2,2392,24933.0,50,871
27534.059002144957,0,2,3172,5.0,11,1030
19376.142756559246,0,2,794,19163.0,7,92
55000.0,0,4,2376,172.0,53,979
44.0,0,2,742,632.0,6,916
48000.0,0,0,4281,3259.0000000000005,90,2015
132260.4237748345,0,6,4329,5436.0,130,980
20.0,0,2,1510,225.0,46,69
4741.623616236162,0,2,710,19163.0,7,92
56966.52395275824,0,0,2913,3349.0,10,1031
20.0,0,0,2248,2506.0,43,115
85000.0,0,2,169,26755.0,15,1032
156750.0,0,0,3645,26755.0,15,1032
30022.333333333332,1,2,4203,82.0,10,1033
17.98,0,0,264,79423.5,79,7117
143500.0,0,2,579,36310.0,23,211
45.0,0,2,972,3226.0,84,1034
18.0,0,0,2624,1229.0,11,1035
37637.63179838861,0,2,2457,72.0,120,1036
24.0,0,0,2925,556.0,6,188
163566.4981402313,0,0,3487,5342.0,61,835
62791.19671850748,0,2,3631,1461.0,15,63
75564.39362128763,0,3,1411,1879.0,14,655
19.0,0,2,3645,667.0,107,987
49940.426169725004,0,2,2192,29453.0,3,836
94000.0,0,0,3640,1150.0,33,1037
28511.807462411503,0,2,3795,44.0,60,1038
46716.12072752999,0,2,510,2.0,11,1039
16.67,0,0,3399,29607.0,11,78
97179.34989089392,0,0,1166,5093.0,53,111
78650.0,1,2,3676,14290.0,15,74
33801.312186006806,0,2,4575,5379.0,11,911
55194.394666455744,0,0,4084,3743.0,17,869
26417.99721124536,0,0,4058,8719.0,6,817
128000.0,0,2,3472,5093.0,53,111
27988.244624323008,0,2,2860,19163.0,7,92
7918.668530702451,0,0,2311,2151.0,20,715
36000.0,0,4,2229,44231.0,36,99
46273.23826198283,0,3,2126,240.0,97,1040
18.0,0,2,708,1463.0,28,820
73552.29187199965,0,0,3897,24719.0,11,821
70420.96233840603,0,0,2964,24719.0,11,821
17020.463650297985,0,2,3078,24719.0,11,821
35.5,0,0,3927,24719.0,11,821
27284.181818181816,0,0,1491,1100.0,77,331
18694.155787459134,0,0,915,7450.0,49,132
100000.0,1,2,4203,126.0,116,732
36.89,0,2,4078,1194.0,24,914
167200.0,0,2,2830,993.0,4,872
31260.500000000007,0,2,1484,19163.0,7,92
62099.280957008545,0,2,199,757.0,50,798
16.83,0,0,4265,1883.0,10,1041
40000.0,0,4,3108,136.0,86,581
226622.7886516901,0,2,290,23192.0,11,130
120000.0,0,2,533,1476.0,19,646
76000.0,0,4,487,74601.0,23,997
27.61,0,0,1051,402.0,33,1042
31260.500000000007,0,2,1484,19163.0,7,92
70000.0,0,4,2392,24933.0,50,871
11.5,0,0,2266,3828.0,11,874
80135.0,0,2,4590,4270.0,50,960
7513.8,0,0,1916,4069.0,11,880
20170.30624026149,0,2,2347,4381.0,11,190
41851.093420846526,0,2,2403,4905.0,53,1043
30189.51431362287,0,0,3070,38508.0,40,1044
19226.025121956558,0,2,2248,1361.0,11,103
19226.025121956558,0,2,2248,1361.0,11,103
64900.0,1,2,1343,34379.0,11,80
26.0,0,2,972,567.0,28,1045
16425.29769667016,0,3,2294,903.0,13,1046
110000.0,1,2,4203,74.0,13,848
1589.519993786223,0,2,2693,5776.0,53,1047
156000.0,0,4,2830,1054.0,4,726
77651.05589905343,0,0,3583,2784.0,42,884
37509.0,0,2,1482,11599.0,27,1048
100000.0,0,2,3723,10301.0,25,136
30.923728813559322,0,2,3887,30.0,107,1049
68405.94059405942,0,0,4411,1023.0,58,969
62350.26542938669,0,2,4267,558.0,10,1050
29275.23812728418,0,2,2670,19163.0,7,92
6563.0,0,0,3604,163.0,10,1051
77631.60846699636,0,2,1383,9126.0,74,887
15359.96655547477,0,2,2539,9126.0,74,887
60000.0,0,4,725,1.0,22,1052
56825.100563153675,0,2,1771,1101.0,11,62
35737.448902357595,0,2,3049,1101.0,11,62
106317.97762517097,0,2,3543,2965.0,33,971
33480.80372439322,0,2,2354,287.0,47,727
83473.71414136572,0,2,4017,19163.0,7,92
115000.0,0,3,3790,1726.0,3,1053
82400.0,0,2,4330,8534.0,10,1028
120.0,0,2,3640,19163.0,7,92
137656.59810739287,0,2,29,19163.0,7,92
44.0,0,0,742,1315.0,15,1054
27.333333333333332,0,2,3270,19163.0,7,92
27.333333333333332,0,2,3270,19163.0,7,92
50000.0,0,0,742,1102.0,3,976
1510.0,0,2,421,411.0,23,978
19.0,0,6,3645,24911.0,10,932
30022.333333333332,1,2,4203,4765.0,73,170
46570.0,1,2,2699,4492.0,23,1055
27.333333333333336,0,3,3266,9737.0,108,1056
100000.0,0,2,4508,2913.0,11,981
30753.21307494382,0,2,4168,19163.0,7,92
160484.84848484848,0,2,4310,133506.0,10,1057
160484.84848484848,0,2,4310,133506.0,10,1057
11027.643943410245,0,2,853,1793.0,42,1058
26417.99721124536,0,0,4058,12666.0,6,185
31280.863723223283,0,2,2391,1858.0,28,186
170000.0,0,0,3643,13.0,15,635
30547.44168202646,0,2,2668,68486.0,15,1010
153432.99506277315,1,3,3487,102.0,76,1059
16.93,0,0,2359,700.0,20,1023
98500.0,0,2,3364,6028.0,17,1060
27.333333333333332,0,0,3270,1858.0,28,186
119719.00374053461,0,0,4386,684.0,135,1061
150000.0,1,2,4203,176.0,28,1062
18.0,0,6,708,1307.0,72,1063
75000.0,0,2,2010,68486.0,15,1010
80000.0,0,2,2924,329.0,19,459
160000.0,1,2,4203,391.0,54,1064
28122.78138540881,0,0,2363,500.0,11,131
14762.30890041792,0,4,3108,40.0,10,1065
15.0,0,3,2852,8281.0,0,996
105100.0,0,4,1783,40644.0,68,539
40000.0,0,0,3364,8281.0,0,996
54300.0,0,4,1973,1023.0,23,1066
32427.123423823174,0,0,3409,3142.0,53,957
32427.123423823174,0,0,3409,3142.0,53,957
80000.0,0,2,238,1782.0,11,1067
29603.677007628077,0,2,1048,14.0,136,1068
44.0,0,6,742,2765.0,17,1069
21.0,0,0,2532,9519.0,66,1070
146514.2991107075,0,6,110,2307.0,76,180
128697.59642258244,0,0,4370,7285.0,60,917
144700.0,0,2,3270,3398.0,69,234
18.0,0,0,2624,3398.0,69,234
48246.666666666664,0,2,3270,3398.0,69,234
54952.8038706822,0,2,3216,19163.0,7,92
105103.32250089478,0,0,3517,4069.0,11,880
22781.072879700096,0,2,847,4381.0,11,190
18449.010624265087,0,0,2779,4069.0,11,880
15.0,0,2,3422,102.0,78,1071
52000.0,0,0,421,4048.0,57,1072
9614.8,0,2,2632,2272.0,11,1025
125000.0,0,2,2232,264.0,72,1073
22.39,0,0,142,3813.0,90,964
40620.81199207019,0,0,1266,613.0,84,1074
105000.0,0,4,1119,1981.0,35,134
25161.05427478375,0,0,4053,3069.0,11,950
30022.333333333332,1,4,4203,1864.0,11,851
1510.0,0,2,421,74710.0,11,179
100000.0,0,2,742,4594.0,13,1075
115297.0,0,5,421,1203.0,69,922
31.818181818181817,0,3,3930,11599.0,27,1048
100000.0,1,2,2075,10301.0,25,136
21585.658948430864,0,0,3071,19598.0,3,923
42674.108571790246,0,2,3222,19598.0,3,923
44.0,0,6,742,8682.0,19,117
100000.0,0,2,3723,10301.0,25,136
15031.875,0,2,2930,10301.0,25,136
18.0,0,6,1988,6846.0,6,970
135000.0,0,2,2376,1764.0,127,926
36046.04626143088,0,0,2595,5565.0,137,1076
23029.74786199915,0,2,3425,13804.0,23,528
17128.77242711032,0,2,3790,2965.0,33,971
203000.0,0,2,1437,2762.0,5,1077
62173.06171338308,0,0,3999,1073.0,15,1078
113300.0,0,2,3647,1563.0,70,975
59955.56670224119,0,3,663,858.0,11,224
63881.25200575444,0,2,1089,958.0,81,241
77421.01019786423,0,1,3577,133506.0,10,1057
110000.0,0,5,2925,2858.0,89,1079
89815.28643977283,0,0,4291,451.0,52,1080
80000.0,0,2,2376,172.0,20,979
141800.0,1,2,142,8534.0,10,1028
17.5,0,2,3951,679.0,69,1081
96080.30853714731,0,0,87,12666.0,6,185
40000.0,0,0,695,3132.0,131,999
38784.79954333462,0,2,2117,1858.0,28,186
50000.0,0,2,4301,133.0,11,1082
28.75,0,2,3925,4522.0,138,1083
57292.73315595234,0,2,2605,14.0,10,1084
30022.333333333332,1,2,4203,742.0,24,1085
27.333333333333336,0,2,3266,1468.0,6,149
90.0,0,0,3645,4973.0,15,213
47410.0,0,0,1095,10145.0,27,1086
70000.0,0,2,2393,62.0,43,877
75889.9068227698,0,2,1372,174.0,10,1087
45000.0,1,2,4330,8451.0,23,968
84919.0,0,2,2775,2461.0,62,183
23.163388638611142,0,4,2769,42549.0,53,209
54110.183639398994,0,3,1801,1101.0,32,1088
30.70967741935484,0,3,3916,1024.0,11,1089
73529.89220905991,0,3,1663,3499.0,37,1090
41899.69140571113,0,0,2152,1864.0,11,212
32363.51422898743,0,2,695,71.0,10,1091
59400.174495414794,0,0,1254,1546.0,51,1092
85900.0,0,5,583,10145.0,27,1086
66500.0,0,0,4384,3566.0,33,963
17.49,0,0,1893,1981.0,11,1093
1510.0,0,3,421,5359.0,78,879
41453.10897608495,0,0,908,4069.0,11,880
25673.999999999996,0,0,1946,4069.0,11,880
25674.0,0,2,1920,38508.0,40,1044
18449.010624265087,0,0,2779,4069.0,11,880
110400.0,0,2,421,4048.0,57,1072
15344.01366594366,0,2,3208,2462.0,125,882
120624.9304635653,0,0,58,5776.0,53,1047
9614.8,0,0,2632,2272.0,11,1025
204900.0,1,1,448,2251.0,0,1094
15031.875,0,2,2930,10301.0,25,136
41242.168275309494,0,0,760,1973.0,76,1095
130000.0,0,2,3645,10301.0,25,136
21.31,0,0,4132,2772.0,49,1096
30022.333333333332,1,6,4203,41.0,29,1097
5022.0,0,0,3634,2365.0,29,1098
70000.0,1,2,3604,45.0,107,1099
20.0,0,4,3270,917.0,28,771
21662.955939218722,0,3,330,649.0,99,1100
64867.76593047697,0,3,1172,8225.0,13,1101
19.0,0,0,3645,3.0,49,159
44.0,0,4,742,0.0,102,1102
46809.60057941869,0,3,2591,2965.0,33,971
90000.0,0,2,3454,47.0,23,1103
18.0,0,2,2624,19163.0,7,92
34666.24951101695,0,6,3341,500.0,11,131
120.0,0,2,3640,19163.0,7,92
34183.7474048913,0,2,2098,21986.0,111,839
20.0,0,6,3490,41356.0,23,897
40000.0,0,2,3364,411.0,23,978
37863.34034416825,0,0,3371,0.0,11,1104
12577.146420673134,0,0,3694,2506.0,43,115
100000.0,0,2,1479,13.0,7,894
160000.0,1,0,4203,582.0,4,1105
21668.364146335447,0,2,844,5244.0,126,1106
61000.0,0,0,3364,6028.0,17,1060
130000.0,0,2,2925,68149.0,28,306
85000.0,1,2,3870,2647.0,7,216
40000.0,0,2,3364,2647.0,7,216
110000.0,0,2,2927,2647.0,7,216
1510.0,0,2,421,38.0,3,1107
115000.0,0,0,3604,2613.0,50,1108
25845.133333333328,0,2,1510,8984.0,68,1109
28921.61615855622,0,2,2952,858.0,11,224
14.0,0,2,2075,12775.0,50,1110
70000.0,0,3,1049,12775.0,50,1110
14677.294627769948,0,0,3370,6127.0,68,169
45.0,0,2,1202,13804.0,60,528
25674.0,0,2,1920,171.0,22,1111
87103.03319034101,0,0,3897,3999.0,59,1112
11130.153715738908,0,2,360,3999.0,59,1112
47022.716827448865,0,2,2911,39.0,11,1113
223324.21462550136,0,2,284,5028.0,0,1114
18.03,0,2,530,26096.0,72,168
80471.13463226073,1,4,3398,1122.0,13,1115
63152.06961595803,0,0,3029,298169.0,10,162
125000.0,0,2,421,1989.0,19,498
22.0,0,4,1920,8702.0,10,1116
27.333333333333332,0,0,3247,2319.0,3,1117
42673.333333333336,0,2,2635,1609.0,14,1118
60000.0,0,2,3640,163.0,15,1119
40139.33179723657,0,3,3897,67.0,7,1120
64429.891569490756,0,2,4442,67.0,7,1120
70000.0,0,2,3723,6.0,88,1121
93600.0,0,2,708,9323.0,29,1122
45.0,0,2,972,3013.0,11,1123
100000.0,0,3,972,111.0,7,1124
16.64,0,0,4084,6895.0,65,1125
167794.53251735584,0,2,142,685.0,55,933
12.0,0,0,4087,37843.0,126,888
120000.0,1,2,573,15.0,10,1126
77100.0,1,2,2699,4492.0,23,1055
953.5990107290577,0,2,430,133506.0,10,1057
31.818181818181817,0,0,3930,3349.0,10,1031
30529.346163513117,0,0,4549,2506.0,43,115
65000.0,1,2,972,4161.0,15,1127
75312.1513767318,0,0,1411,342.0,19,1128
140000.0,0,2,421,54.0,10,1129
30022.333333333332,1,2,4203,558.0,10,1050
63244.25610320017,0,2,3726,2995.0,15,1130
87181.62550761255,0,3,69,612.0,139,1131
80015.0,1,2,4203,176.0,28,1062
27.333333333333332,0,2,3270,1229.0,11,1035
75889.9068227698,0,2,1372,174.0,10,1087
71500.0,0,2,198,23727.0,29,194
57832.80157907833,0,2,2913,19163.0,7,92
17821.015297693186,0,3,579,364.0,23,1132
25673.999999999996,0,2,1946,1378.0,55,1133
16.0,0,0,4585,1380.0,11,1134
45918.86174635292,0,2,3042,298169.0,10,162
65500.0,0,4,423,3867.0,32,1135
75000.0,0,2,1594,763.0,65,519
32069.213720316624,0,0,1298,3439.0,126,1136
15146.860019461734,0,0,2801,3999.0,59,1112
107412.63,0,2,530,26096.0,72,168
22.0,0,2,909,201.0,2,533
69680.75141258829,0,2,3000,310.0,15,1137
98742.11843649231,0,3,1015,1609.0,14,1118
66343.02506074392,0,0,1587,1609.0,14,1118
30022.333333333332,1,2,4203,240.0,10,1138
40000.0,0,0,2929,2063.0,72,1139
12.0,0,0,3609,42549.0,53,209
15.0,0,2,2926,1802.0,15,1140
66019.53287314653,1,1,1642,12721.0,0,1024
95000.0,1,2,3270,3499.0,37,1090
24010.034962724087,0,4,192,1864.0,11,212
5997.105029782883,0,4,407,1864.0,11,212
104800.0,0,2,3625,9323.0,29,1122
12.0,0,2,3583,371.0,140,1141
50098.66827791779,0,4,198,3186.0,28,214
15207.931603095476,0,0,2543,3899.0,11,175
45287.87577132459,0,0,530,3439.0,126,1136
68000.0,0,0,28,1153.0,35,927
56178.33647863927,0,2,3625,8360.0,11,254
65000.0,0,0,3231,2351.0,79,217
81392.52668631241,0,0,1058,3899.0,11,175
67000.0,0,2,3632,708.0,27,225
30224.49632832856,0,0,4057,1492.0,6,967
28.0,0,2,1744,2913.0,11,981
85900.0,1,0,4203,10145.0,27,1086
95000.0,0,2,643,68486.0,15,1010
11498.55017619068,1,2,3640,113.0,10,1142
30536.817055872158,0,0,4556,685.0,55,933
135000.0,1,2,972,4161.0,15,1127
55000.0,1,2,972,4161.0,15,1127
53527.08850038119,0,0,1436,254.0,42,1143
50000.0,0,0,2393,62.0,43,877
144.02079052132314,0,2,2860,242.0,132,1144
60000.0,0,2,3917,13804.0,10,528
44.0,0,2,742,2334.0,15,1145
41637.67827736139,0,2,198,2545.0,90,966
58315.00190502595,1,2,4219,770.0,13,1146
52239.04222835264,0,2,3681,14551.0,54,1147
30022.333333333332,1,2,4203,468.0,13,1148
45092.68696976397,0,0,2528,1429.0,59,1149
77377.0,1,0,426,585.0,78,1150
116388.64704858088,0,2,4391,298169.0,10,162
137000.0,1,3,169,11249.0,10,1151
45000.0,0,2,169,448.0,19,1152
71500.0,0,2,198,23727.0,29,194
72883.23929555588,0,0,1209,3999.0,59,1112
73143.32404261427,0,2,1209,3999.0,59,1112
77377.0,1,0,426,585.0,78,1150
82802.38860447404,0,2,2916,5754.0,32,1153
17.0,0,2,845,13134.0,78,1154
61666.666666666664,1,3,2637,10175.0,93,2654
10783.350816499666,0,0,3078,1907.0,7,220
240000.0,0,3,3455,134.0,32,1155
105000.0,1,2,3459,961.0,68,1156
107054.1675331537,0,0,208,3499.0,37,1090
77726.80471189726,0,2,1634,3499.0,37,1090
18.0,0,2,708,318.0,52,1157
12.0,0,1,1532,371.0,140,1141
26692.38604410917,0,2,3055,2597.0,11,207
100000.0,0,2,14,111.0,7,1124
70000.0,0,0,3364,12.0,7,1158
20.5,0,0,4185,1629.0,49,1159
30022.333333333332,1,2,4203,8.0,67,1160
120000.0,0,0,4330,9423.0,15,1161
42183.83580216521,0,0,4074,2039.0,11,1162
17.0,0,6,1594,1110.0,10,1163
79879.66860385824,0,2,3398,6120.0,52,96
66725.15624089874,0,0,1413,714.0,96,1164
30022.333333333332,1,3,4203,469.0,23,1165
24.0,0,0,3966,2322.0,50,421
12577.146420673134,0,0,3694,2506.0,43,115
62322.989054340906,0,0,3631,2.0,11,1039
49900.0,1,2,4203,30892.0,18,1166
20782.643918547055,0,1,384,1152.0,141,1167
7788.962832444989,0,2,866,12666.0,6,185
120.0,0,0,3640,5244.0,126,1106
115000.0,1,2,4203,291.0,59,135
82000.0,0,0,3364,6028.0,17,1060
30022.333333333332,1,2,4203,1054.0,51,1168
51741.929078014175,0,0,1555,1229.0,11,1035
18.0,0,0,2624,1229.0,11,1035
150000.0,0,2,2142,321.0,4,903
25673.999999999996,0,2,1946,1378.0,55,1133
90000.0,1,2,4203,245.0,13,1169
85000.0,1,2,3870,2647.0,7,216
30.0,1,0,2702,2647.0,7,216
115000.0,0,2,863,2613.0,50,1108
112720.48528978428,0,0,2472,8984.0,68,1109
68882.59513931618,0,0,4160,8984.0,68,1109
25.675675675675674,0,4,985,2082.0,20,1170
10754.114454933959,0,0,410,20242.0,6,116
59667.05124431635,1,4,3695,1122.0,13,1115
17011.666666666668,0,2,845,13134.0,78,1154
14.09,0,2,845,13134.0,78,1154
75000.0,0,2,2845,763.0,10,519
1510.0,0,2,421,457.0,32,1171
18.45,0,6,3911,1034.0,102,1172
20.9,0,0,1022,1380.0,11,1134
104148.06183204975,0,2,3519,558.0,10,1050
65375.90254265598,0,0,2019,1084.0,11,1173
47601.179165238325,0,2,3207,510.0,40,1174
30022.333333333332,1,0,4203,2007.0,13,223
45000.0,0,4,169,2806.0,15,1175
33303.19601723927,0,4,3342,2806.0,15,1175
101300.74878742536,0,0,85,2082.0,1,1176
15.7,0,0,3326,1380.0,11,1134
41012.235098326695,0,2,2332,2595.0,15,1177
60320.0,0,0,1648,1222.0,11,1178
90000.0,0,2,3454,47.0,23,1103
80000.0,1,0,1656,2354.0,10,1179
61107.64979844436,1,0,666,2458.0,52,1180
90000.0,0,0,573,4483.0,25,1005
18.0,0,2,708,13715.0,35,1181
84000.0,1,0,4203,1845.0,4,1182
56134.29301403499,0,0,3625,8360.0,11,254
77884.65938219953,0,2,1558,5119.0,68,1183
26.7,0,2,186,1109.0,3,1184
19.0,0,0,2988,3403.0,80,227
47565.0,0,0,2855,3403.0,80,227
63297.4514423085,0,2,970,1554.0,50,1185
156750.0,0,0,3645,26755.0,15,1032
71500.0,0,2,198,23727.0,29,194
37989.62964740169,0,0,3715,160.0,33,1186
19714.921458793633,0,2,2253,2546.0,53,1187
17112.832615749685,0,3,3930,12775.0,50,1110
63107.33006629465,0,3,1049,4541.0,92,1188
18.0,0,0,2624,1229.0,11,1035
28.0,0,0,4566,1907.0,7,220
30022.333333333332,1,2,4203,10.0,9,1189
19.0,0,4,3645,598.0,15,1190
22.0,0,0,2925,1468.0,28,149
165000.0,1,2,2393,11249.0,10,1151
112000.0,1,4,742,11249.0,10,1151
53982.77125148528,0,2,1436,1178.0,15,231
27334.7930467555,0,2,1692,1178.0,15,231
30022.333333333332,1,2,4203,4.0,0,1191
6425.4536555494815,0,0,2074,3999.0,59,1112
64000.0,0,0,218,3999.0,59,1112
72500.0,0,2,1906,7963.0,14,193
